Number Owned,Card Name,Premium,Set Number,Card Number
4,"Raniya, Never Caught",Yes,11,419
5,Warning Shot,No,12,1
2,Warning Shot,Yes,12,1
4,Accordion,No,12,2
3,Accordion,Yes,12,2
4,Battlefront Dasher,No,12,3
2,Battlefront Dasher,Yes,12,3
4,Bullseye,No,12,4
4,Ghodan's Mark,No,12,5
1,Ghodan's Mark,Yes,12,5
5,Grenadin Rescue,No,12,6
3,Grenadin Rescue,Yes,12,6
5,Jeering Yeti,No,12,7
4,Oni Inciter,No,12,8
3,Oni Inciter,Yes,12,8
4,Searing Fist,No,12,9
1,Searing Fist,No,12,9
4,Searing Fist,Yes,12,9
4,Dangerbot,No,12,10
4,Censari Firebrand,No,12,11
2,Censari Firebrand,Yes,12,11
4,Hearth Smasher,No,12,12
1,Hearth Smasher,Yes,12,12
5,Draconic Looting,No,12,13
1,Draconic Looting,Yes,12,13
4,Far From Home,No,12,14
4,"Bang, Sheriff of Dunehill",No,12,15
5,Blighted Pasture,No,12,16
4,Moltenfeet,No,12,18
1,Moltenfeet,Yes,12,18
4,Twinflame Brood,No,12,19
4,Twinflame Brood,Yes,12,19
4,Calderan Captain,No,12,20
4,Calderan Captain,Yes,12,20
5,Hoof Stomp,No,12,21
2,Hoof Stomp,Yes,12,21
4,Inferno Phoenix,No,12,22
1,Inferno Phoenix,Yes,12,22
4,"Wyatt, Trashman",No,12,23
6,Chakram Throw,No,12,24
1,Chakram Throw,Yes,12,24
7,Lavablood Rager,No,12,25
4,Oni Forgesmith,No,12,26
1,Thunder Titan,Yes,12,27
1,"Kan, Censari General",No,12,28
1,"Kan, Censari General",Yes,12,28
4,Scavenging Terror,No,12,29
2,Infernal Chant,No,12,30
5,Disciplinary Studies,No,12,31
4,Dismantle,No,12,32
2,Dismantle,Yes,12,32
4,Waystone Ignitor,No,12,33
6,Arcanum Seeker,No,12,34
1,Arcanum Seeker,Yes,12,34
4,Saddled Serasaur,No,12,35
1,Saddled Serasaur,Yes,12,35
4,Lost in Thought,No,12,36
2,Lost in Thought,Yes,12,36
4,Puffer Humbug,No,12,37
2,Puffer Humbug,Yes,12,37
4,Kickflip Monk,No,12,38
3,Kickflip Monk,Yes,12,38
4,Field Medic,No,12,39
4,Forestall,No,12,40
4,Nascent Wisps,No,12,41
4,Nascent Wisps,Yes,12,41
5,Sindain's Bracers,No,12,42
4,Vow of Silence,No,12,43
2,Vow of Silence,Yes,12,43
4,Deja Vu,No,12,44
5,Lotus Instructor,No,12,45
4,Lotus Instructor,Yes,12,45
5,Mature Avirax,No,12,46
1,Mature Avirax,Yes,12,46
4,Namora the Pure,No,12,47
4,"Sive, Desert Herder",No,12,48
5,"Tock, the Alarming",No,12,49
1,"Tock, the Alarming",Yes,12,49
4,"Cuno, Chronomancer",No,12,50
2,"Cuno, Chronomancer",Yes,12,50
4,"Evelina, Valley's Guardian",No,12,51
4,Bathe in Light,No,12,52
1,Bathe in Light,Yes,12,52
4,Deafening Stampede,No,12,53
4,Emburden,No,12,54
2,Emburden,Yes,12,54
4,Expedition Gear,No,12,55
4,Marisen's Legacy,No,12,57
2,Marisen's Legacy,Yes,12,57
4,Cloudscraper,No,12,58
1,Cloudscraper,Yes,12,58
4,Warrior Monk,No,12,59
2,Warrior Monk,Yes,12,59
4,Bhodi & Rox Forever,No,12,60
5,Carnosaur Beta,No,12,61
2,Carnosaur Beta,Yes,12,61
4,Alchemy Student,No,12,62
1,Alchemy Student,Yes,12,62
5,Diminish,No,12,63
3,Diminish,Yes,12,63
4,Gold-Plated Revolver,No,12,64
4,Gold-Plated Revolver,Yes,12,64
4,Kosul Envoy,No,12,65
4,Kosul Envoy,Yes,12,65
4,Argenport Noble,No,12,66
4,Defend the Treasury,No,12,67
1,Defend the Treasury,Yes,12,67
5,Find The Moment,No,12,68
1,Find The Moment,Yes,12,68
4,Shiftstone Sniper,No,12,69
2,Shiftstone Sniper,Yes,12,69
4,Steel Golem,No,12,70
4,Tower Lookout,No,12,71
3,Tower Lookout,Yes,12,71
6,Brigade Hall,No,12,72
1,Brigade Hall,Yes,12,72
4,Combrei Lawmage,No,12,73
4,"Helena, Skyguide",No,12,75
4,Mithril Guardian,No,12,76
1,Mithril Guardian,Yes,12,76
4,Realize Your Potential,No,12,77
4,Orene's Scepter,No,12,78
4,Curfew Patrol,No,12,79
2,Curfew Patrol,Yes,12,79
4,Summary Judgement,No,12,80
5,Keep Your Distance,No,12,81
1,Keep Your Distance,Yes,12,81
1,Final Balance,No,12,82
4,"Hojan, Beloved Son",No,12,83
1,"Hojan, Beloved Son",Yes,12,83
5,Lastlight Refugee,No,12,84
2,Lastlight Refugee,Yes,12,84
4,Starkissed Wings,No,12,85
3,Starkissed Wings,Yes,12,85
4,Svetya's Decree,No,12,86
1,Svetya's Decree,Yes,12,86
4,Hypnotic Elder,No,12,87
3,Hypnotic Elder,Yes,12,87
4,Spire Loyalist,No,12,88
2,Spire Loyalist,Yes,12,88
4,Runesword,No,12,89
2,Runesword,Yes,12,89
4,"Svetya, Dauntless",No,12,90
5,Roosting Gryffyn,No,12,91
4,Stormhalt Plating,No,12,92
4,Frostpact Sprite,No,12,93
3,Frostpact Sprite,Yes,12,93
5,Lethrai Pathfinder,No,12,94
3,Lethrai Pathfinder,Yes,12,94
5,Pteriax Mount,No,12,95
2,Pteriax Mount,Yes,12,95
4,Trick Throw,No,12,96
2,Trick Throw,Yes,12,96
4,Chloric Mix,No,12,97
2,Chloric Mix,Yes,12,97
5,Ice Over,No,12,98
3,Ice Over,Yes,12,98
4,Nullify,No,12,99
4,Scalehide,No,12,100
2,Scalehide,Yes,12,100
4,Feral Serpent,No,12,101
1,Feral Serpent,Yes,12,101
4,Stoke Ambition,No,12,102
5,Stormblast,No,12,103
1,Stormblast,Yes,12,103
4,Xultan Ambassador,No,12,104
4,Magnetize,No,12,105
1,Magnetize,Yes,12,105
4,Spared Fate,No,12,106
5,Pteriax Screecher,No,12,107
5,Thudrock's Ruse,No,12,108
1,Thudrock's Ruse,Yes,12,108
4,Dartimus Iceblade,No,12,109
4,Caustic Rain,No,12,110
2,Caustic Rain,Yes,12,110
4,Chirganth's Breath,No,12,111
5,Snowpeak Eagle,No,12,113
4,Yeti Intellectual,No,12,114
4,"Chirganth, Ice Regent",No,12,115
4,Cloudline Shaman,No,12,116
4,Learn to Bite,No,12,117
1,Learn to Bite,Yes,12,117
4,Lord Thudrock,No,12,118
4,Discover Talents,No,12,119
4,Jotun Spellhammer,No,12,120
1,Jotun Spellhammer,Yes,12,120
4,Serpent Hive,No,12,121
4,Ice Bully,No,12,122
4,Beyond Fear,No,12,123
3,Beyond Fear,Yes,12,123
5,Call The Hit,No,12,124
2,Call The Hit,Yes,12,124
4,Lethrai Trapper,No,12,125
4,Lethrai Trapper,Yes,12,125
6,Toxic Wisp,No,12,126
3,Toxic Wisp,Yes,12,126
4,"Zido, Cabal Housecat",No,12,127
4,Collude,No,12,128
1,Collude,Yes,12,128
4,Saloon Massacre,No,12,129
4,Usury Writer,No,12,130
2,Usury Writer,Yes,12,130
4,Victimless Crime,No,12,131
3,Victimless Crime,Yes,12,131
5,Arachnoid Terror,No,12,132
2,Arachnoid Terror,Yes,12,132
4,Lethrai Kidnapper,No,12,133
1,Lethrai Kidnapper,Yes,12,133
4,Ritual Dagger,No,12,134
3,Ritual Dagger,Yes,12,134
5,Runebinder,No,12,135
4,Runebinder,Yes,12,135
1,"Severin, Inevitable",No,12,136
4,Tenski Saboteur,No,12,137
2,Tenski Saboteur,Yes,12,137
4,Aroman the Punishing,No,12,138
1,Aroman the Punishing,Yes,12,138
5,Eavesdrop,No,12,139
2,Eavesdrop,Yes,12,139
4,Only the Beginning,No,12,140
4,Soul Feast,No,12,141
4,Soul Feast,Yes,12,141
4,Mindbreaker's Staff,No,12,142
4,The Rat King,No,12,143
4,They All Fall,No,12,144
4,"Petra, Auric Launderer",No,12,145
2,"Petra, Auric Launderer",Yes,12,145
4,Inseparable,No,12,146
4,Valkyrie Tormentor,No,12,147
1,Valkyrie Tormentor,Yes,12,147
4,Cabal Embezzler,No,12,148
5,Midnight Hunter,No,12,149
1,Midnight Hunter,Yes,12,149
4,Vermin's Feast,No,12,150
1,Vermin's Feast,Yes,12,150
2,Fear,No,12,151
1,Highway Devourer,No,12,152
4,Ramba's Challenge,No,12,153
1,Ramba's Challenge,Yes,12,153
4,"Sindain, Arcanum Curator",No,12,154
4,"Sindain, Arcanum Curator",No,12,154
4,"Sindain, Arcanum Curator",Yes,12,154
4,Graviturgist,No,12,155
3,Graviturgist,Yes,12,155
2,"Solux, Blinding Radiance",No,12,156
4,"Ramba, Single Swing",No,12,157
1,"Ramba, Single Swing",Yes,12,157
4,Breach The Defenses,No,12,158
4,Censari Trident,No,12,159
2,Censari Trident,Yes,12,159
4,"Ijin, Mithril Daimyo",No,12,160
4,Free Fire,No,12,161
1,Ghodan Cold-Heart,No,12,162
1,Ghodan Cold-Heart,Yes,12,162
5,Frostburn,No,12,163
2,Frostburn,Yes,12,163
4,"Torq, Ballistics Crafter",No,12,164
4,"Torq, Ballistics Crafter",Yes,12,164
4,Elemental Fury,No,12,165
1,Elemental Fury,Yes,12,165
4,Thunder Wing,No,12,166
1,Thunder Wing,Yes,12,166
1,Phenomenal Force,No,12,167
4,Stonebreaker Bow,No,12,168
1,Stonebreaker Bow,Yes,12,168
4,"Xo, Conquerer of Stonescar",No,12,169
2,"Xo, Conquerer of Stonescar",Yes,12,169
4,Goliath Axe,No,12,170
1,Goliath Axe,Yes,12,170
5,Alessi's Choice,No,12,171
2,Alessi's Choice,Yes,12,171
4,Divebomber,No,12,172
1,Divebomber,Yes,12,172
5,Pull From Duty,No,12,173
1,"Alessi, High Arcanist",No,12,174
4,Trials and Tribulations,No,12,175
4,Open Your Eyes,No,12,176
2,Open Your Eyes,Yes,12,176
5,Torgov's Wares,No,12,177
4,Curiox's Hunt,No,12,178
4,"Curiox, All-Seeing",No,12,179
4,Indifference,No,12,180
2,Indifference,Yes,12,180
1,"Ashara, Widowmaker",No,12,181
4,"Deleph, Free Prophet",No,12,182
4,Midnight Disappearance,No,12,183
2,Midnight Disappearance,Yes,12,183
4,Bless the Wild,No,12,184
3,Bless the Wild,Yes,12,184
4,Disarm,No,12,185
1,Disarm,Yes,12,185
4,Icy Hold,No,12,186
4,Hooru Sentry,No,12,187
2,Hooru Sentry,Yes,12,187
2,"Nostrix, Grand Seer",No,12,188
5,Unseen Marksman,No,12,189
3,Unseen Marksman,Yes,12,189
4,Stolen Augmentation,No,12,190
4,"Nodoran, Auric Heir",No,12,191
4,Nothing Remains,No,12,192
4,"Raniya, Wings of the Cabal",No,12,193
4,Bog Fumes,No,12,194
3,Bog Fumes,Yes,12,194
4,The Uncountable,No,12,195
1,The Uncountable,Yes,12,195
4,Night Dojo,No,12,196
4,"Iadria, Twisted Brewer",No,12,197
4,Greater Plans,No,12,198
4,Glorious Gathering,No,12,199
5,Combrei Tome,No,12,200
4,Combrei Tome,Yes,12,200
4,Wrong Turn,No,12,201
1,Wrong Turn,Yes,12,201
5,Feln Tome,No,12,202
4,Hooru Tome,No,12,203
4,Praxis Tome,No,12,204
2,Praxis Tome,Yes,12,204
5,Stonescar Tome,No,12,205
1,Stonescar Tome,Yes,12,205
4,Volunteer Corps,No,12,206
4,"Syl, No Regrets",No,12,207
4,End Of An Era,No,12,208
4,Face of Betrayal,No,12,209
1,Face of Betrayal,Yes,12,209
4,Sweet Dreams,No,12,210
4,Dinomight,No,12,211
6,Prizefighter,No,12,212
1,Prizefighter,Yes,12,212
4,Raze,No,12,213
2,Raze,Yes,12,213
4,Plunk Wumpkin,No,12,420
4,Plunk Wumpkin,Yes,12,420
4,Quicksilver Gateway,No,12,421
4,Slumbering Range,No,12,422
4,Slumbering Range,Yes,12,422
4,Olyn of Urmstead,No,12,423
4,Olyn of Urmstead,Yes,12,423
4,"Cora, Thundering Steps",No,12,424
4,"Cora, Thundering Steps",Yes,12,424
4,Subversion of Nature,No,12,425
4,Subversion of Nature,Yes,12,425
4,Vikrum's Bomb,No,12,426
4,Vikrum's Bomb,Yes,12,426
4,Urmstead's Lasso,No,12,427
4,Urmstead's Lasso,Yes,12,427
4,Passionate Artisan,No,12,428
4,Passionate Artisan,Yes,12,428
4,Biding Time,No,12,429
4,Biding Time,Yes,12,429
4,Syl's Stronghold,No,12,430
4,Syl's Stronghold,Yes,12,430
4,"Zytrom, Twisted Mind",No,12,431
4,"Zytrom, Twisted Mind",Yes,12,431
4,Beaker Blast,No,13,1
4,Cackling Hustler,No,13,2
4,Lutestrung Bow,No,13,3
2,Lutestrung Bow,Yes,13,3
4,Point Blank,No,13,4
1,Point Blank,Yes,13,4
4,Totemite Munitions,No,13,5
1,Totemite Munitions,Yes,13,5
5,Cleave,No,13,6
1,Cleave,Yes,13,6
4,Concealed Derringer,No,13,7
1,Concealed Derringer,Yes,13,7
5,Deuces Wild,No,13,8
2,Deuces Wild,Yes,13,8
4,Hour of Shavka,No,13,9
3,Hour of Shavka,Yes,13,9
4,Loaded Toss,No,13,10
4,Rakano Anarchist,No,13,11
4,Zealot of Shavkan,No,13,12
1,Zealot of Shavkan,Yes,13,12
5,Harnessed Thrillseeker,No,13,13
4,Harnessed Thrillseeker,Yes,13,13
4,Barbarian Guerrillas,No,13,14
5,Darkheart Acolyte,No,13,15
4,Engraver,No,13,16
4,Display of Passion,No,13,17
4,Homesick Yeti,No,13,18
1,Homesick Yeti,Yes,13,18
2,"Kaleb, Glory Seeker",No,13,19
5,Experimental Chamber,No,13,20
1,Experimental Chamber,Yes,13,20
4,Solfire,No,13,21
1,Solfire,Yes,13,21
5,Rocky Ride,No,13,22
1,Rocky Ride,Yes,13,22
2,Hunting Dragon,No,13,23
1,Hunting Dragon,Yes,13,23
4,Outmuscle,No,13,24
1,Outmuscle,Yes,13,24
4,Armaments Collector,No,13,25
1,Gift of the Daimyo,No,13,26
5,Grappling Hook,No,13,27
1,Grappling Hook,Yes,13,27
6,Party Crasher,No,13,28
1,Party Crasher,Yes,13,28
6,Grizzled Hermit,No,13,29
4,Halotipped Spray,No,13,30
2,Halotipped Spray,Yes,13,30
4,Full Tilt,No,13,31
1,Full Tilt,Yes,13,31
4,Mass Production,No,13,32
4,Riot Flame,No,13,33
4,Riot Flame,Yes,13,33
4,Striding Skyline,No,13,34
4,Resettle,No,13,35
4,Stutterstep,No,13,36
4,Gravitur Trainee,No,13,37
2,Gravitur Trainee,Yes,13,37
6,Hamlet Axe,No,13,38
1,Hamlet Axe,Yes,13,38
4,Xultan Eldermark,No,13,39
4,Intruder Alarm,No,13,40
1,Intruder Alarm,Yes,13,40
5,Endangered Qirin,No,13,41
4,"Grumbo, Tota Legend",No,13,42
4,Hour of Grodov,No,13,43
6,Insect Swarm,No,13,44
4,Spindown,No,13,45
1,Spindown,Yes,13,45
4,Stoneskin,No,13,46
4,Hot Hand,No,13,47
4,Temple Looter,No,13,48
4,Grumbo's Platoon,No,13,49
4,Brenn's Insight,No,13,50
2,Brenn's Insight,Yes,13,50
4,Arcanum Orb,No,13,51
1,Arcanum Orb,Yes,13,51
4,"Finneas, Still Here",No,13,52
5,Happy Harvester,No,13,53
2,Happy Harvester,Yes,13,53
4,Maniacal Reveler,No,13,54
4,Insatiable Bug,No,13,55
1,Insatiable Bug,Yes,13,55
4,Hexavore,No,13,56
5,Strike it Rich,No,13,57
3,Strike it Rich,Yes,13,57
4,Display of Realities,No,13,58
2,Display of Realities,Yes,13,58
4,Praxis Duster,No,13,59
3,Praxis Duster,Yes,13,59
4,Dunewave,No,13,60
4,Dunehill Clan,No,13,61
1,Dunehill Clan,Yes,13,61
4,Tenured Graviturgist,No,13,62
2,Tenured Graviturgist,Yes,13,62
5,Questioning Devotee,No,13,63
4,Valley Whisperer,No,13,64
1,Valley Whisperer,Yes,13,64
5,Enraged Towertall,No,13,65
4,Gift of the Arcanum,No,13,66
4,Binding Agreement,No,13,67
1,Wandering Hamlet,No,13,68
4,Rewind,No,13,69
4,Better Than Ever,No,13,70
5,Arrest,No,13,71
4,Arrest,Yes,13,71
4,Counting Room,No,13,72
2,Counting Room,Yes,13,72
4,Lab Minions,No,13,73
2,Lab Minions,Yes,13,73
5,Aerial Deployment,No,13,74
4,Hour of Kodosh,No,13,75
4,Spectral Armor,No,13,76
4,Rivet's Wrench,No,13,77
1,Rivet's Wrench,Yes,13,77
4,Scornful Elite,No,13,78
4,Pull-Up,No,13,79
2,Pull-Up,Yes,13,79
4,Suspicion,No,13,80
2,Suspicion,Yes,13,80
5,Tinker Unionist,No,13,81
4,Midnight Tinker,No,13,82
1,Midnight Tinker,Yes,13,82
4,Forensic Analyst,No,13,83
4,Display of Law,No,13,84
4,Minotaur Tailor,No,13,85
4,Mystical Shackles,No,13,86
1,Mystical Shackles,Yes,13,86
4,Parliament Elder,No,13,87
1,Parliament Elder,Yes,13,87
4,"Rivet, Tinker Whiz",No,13,88
4,Corps Repairman,No,13,89
2,Corps Repairman,Yes,13,89
4,Desertion,No,13,90
4,Desertion,Yes,13,90
4,Double Doors,No,13,91
4,Gryffyn Rider Marshal,No,13,92
1,Gryffyn Rider Marshal,Yes,13,92
4,Prodigious Student,No,13,93
3,Prodigious Student,Yes,13,93
4,"Shen-Ra, Peacemaker",No,13,94
4,Resonance Wave,No,13,95
4,Black Book's Enforcer,No,13,96
4,Bejeweled Knuckles,No,13,97
4,Gryffyn Bomber,No,13,98
1,Gryffyn Bomber,Yes,13,98
4,Nodoran's Ledger,No,13,99
4,The Fall of the Spire,No,13,100
1,The Fall of the Spire,Yes,13,100
1,Gift of Kosul,No,13,101
3,Aurablade,No,13,102
5,Last Call,No,13,103
1,Last Call,Yes,13,103
4,Check-Raise,No,13,104
3,Check-Raise,Yes,13,104
4,Little Brother,No,13,105
2,Little Brother,Yes,13,105
4,Sticky Fingers,No,13,106
2,Sticky Fingers,Yes,13,106
4,Yeti Pugilist,No,13,107
1,Yeti Pugilist,Yes,13,107
4,Thunderpop,No,13,108
1,Thunderpop,Yes,13,108
4,Oxidize,No,13,109
5,Hydrate,No,13,110
1,Hydrate,Yes,13,110
4,Flash Flood,No,13,111
1,Flash Flood,Yes,13,111
4,Hour of Linrei,No,13,112
1,Hour of Linrei,Yes,13,112
5,The Krinkle Boys,No,13,113
1,The Krinkle Boys,Yes,13,113
5,Tomb of the Azuremage,No,13,114
1,Tomb of the Azuremage,Yes,13,114
4,Skycrag Synthesis,No,13,115
5,Greenstretch Gryffyn,No,13,116
4,Fissure,No,13,117
4,Icicles,No,13,118
4,Mindbroken Cobbler,No,13,119
1,Mindbroken Cobbler,Yes,13,119
4,Display of Survival,No,13,120
5,Sleight of Hand,No,13,121
4,Windscreamer,No,13,122
1,Windscreamer,Yes,13,122
4,Town Bully,No,13,123
4,Enraged Serpent,No,13,124
1,Enraged Serpent,Yes,13,124
4,Carnivorous Terror,No,13,125
2,Carnivorous Terror,Yes,13,125
4,"Eilyn, Hand of the Tempest",No,13,126
4,Gift of Xulta,No,13,127
4,Jotun Runt,No,13,128
5,Nevermore,No,13,129
4,Boundless Knowledge,No,13,130
4,Pin the Jotun,No,13,131
1,Pin the Jotun,Yes,13,131
4,Slip Away,No,13,132
1,Slip Away,Yes,13,132
4,Linrei's Channeler,No,13,133
1,Linrei's Channeler,Yes,13,133
4,Ice Glider,No,13,134
2,Ice Glider,Yes,13,134
1,"Pelak, Xultan Elder",No,13,135
1,"Pelak, Xultan Elder",Yes,13,135
4,Life-Changing Meal,No,13,136
1,Life-Changing Meal,Yes,13,136
2,Sundown Accord,No,13,137
4,Cabal Associate,No,13,138
1,Cabal Associate,Yes,13,138
4,Pick Clean,No,13,139
1,Pick Clean,Yes,13,139
4,Through The Unknown,No,13,140
2,Through The Unknown,Yes,13,140
4,Toxicology,No,13,141
4,Thirsty Bat,No,13,142
4,Thirsty Bat,Yes,13,142
4,Forgotten Youth,No,13,143
1,Forgotten Youth,Yes,13,143
5,Egg Snatch,No,13,144
4,Hidden Garrote,No,13,145
4,Hour of Makkar,No,13,146
1,Hour of Makkar,Yes,13,146
4,"Nico, Urban Hunter",No,13,147
4,Shrivel,No,13,148
1,Shrivel,Yes,13,148
4,Chemtrail Burst,No,13,149
4,Chemtrail Burst,Yes,13,149
6,Belltower Shot,No,13,150
1,Belltower Shot,Yes,13,150
4,Golden Horn Security,No,13,151
5,Nodoran Collects,No,13,152
1,Nodoran Collects,Yes,13,152
5,Panic Ensues,No,13,153
1,Panic Ensues,Yes,13,153
4,Collection Rounds,No,13,154
4,Display of Will,No,13,155
5,Starving Horror,No,13,156
1,Starving Horror,Yes,13,156
5,Tenski Mercenary,No,13,157
2,Tenski Mercenary,Yes,13,157
4,"Sahin, Stateless",No,13,158
4,Grim Reminder,No,13,159
1,Grim Reminder,Yes,13,159
4,Lights Out,No,13,160
1,Lights Out,Yes,13,160
4,Smooth Hustle,No,13,161
2,Smooth Hustle,Yes,13,161
4,Street Gang,No,13,162
1,Street Gang,Yes,13,162
4,The Big Wheel,No,13,163
4,In Service,No,13,164
1,In Service,Yes,13,164
5,Midnight Goon,No,13,165
3,Midnight Goon,Yes,13,165
4,Gift of the Auric Bank,No,13,166
3,Blackmaw Carnosaur,No,13,167
5,Friendly Visit,No,13,168
5,Breath of Miviox,No,13,169
5,Bust Out,No,13,170
1,Bust Out,Yes,13,170
4,Made Men,No,13,171
4,Smog Monster,No,13,172
1,Smog Monster,Yes,13,172
4,Praxis Adept,No,13,173
4,Rockfort,No,13,174
1,Rockfort,Yes,13,174
3,Arcanum's True Heart,No,13,175
4,Rakano Tome,No,13,176
1,Rakano Tome,Yes,13,176
4,Riot Detail,No,13,177
1,Give Chase,No,13,178
5,Rakano Adept,No,13,179
4,Skycrag Tome,No,13,180
2,Uncrossable Ravine,No,13,181
4,Skycrag Adept,No,13,182
4,Clash of Wills,No,13,183
3,Brickladen Juggernaut,No,13,184
7,Combrei Adept,No,13,185
4,Minotaur Brawl,No,13,186
1,Minotaur Brawl,Yes,13,186
3,"Cykalis, Forcemage",No,13,187
4,Elysian Tome,No,13,188
5,Elysian Adept,No,13,189
1,Elysian Adept,Yes,13,189
4,Diamond of the Valley,No,13,190
4,Lake Terror,No,13,191
4,Xenan Tome,No,13,192
1,Xenan Tome,Yes,13,192
4,Eclipse,No,13,193
4,Forged Deed,No,13,194
2,Forged Deed,Yes,13,194
4,Xenan Adept,No,13,195
4,Growth Spurt,No,13,196
4,Hooru Adept,No,13,197
3,Conclave Siege,No,13,198
4,Argenport Tome,No,13,199
4,Argenport Adept,No,13,200
1,Argenport Adept,Yes,13,200
4,Poacher's Menagerie,No,13,201
1,Poacher's Menagerie,Yes,13,201
4,"Black Book, Pit Boss",No,13,202
4,Direwood Hymn,No,13,203
4,Feln Adept,No,13,204
4,Can't Remember,No,13,205
4,Xultan Conclave,No,13,206
5,Stonescar Adept,No,13,207
1,Stonescar Adept,Yes,13,207
4,Break and Enter,No,13,209
1,Break and Enter,Yes,13,209
4,Collaboration,No,13,210
2,The Skycrag Six,No,13,211
4,Sign of the Reborn,No,13,432
4,Sign of the Reborn,Yes,13,432
4,Shavkan Dogma,No,13,433
4,Shavkan Dogma,Yes,13,433
4,Martial Law,No,13,434
4,Martial Law,Yes,13,434
4,Exodus,No,13,435
4,Exodus,Yes,13,435
4,"Krogar, Burdened Hero",No,13,436
4,"Krogar, Burdened Hero",Yes,13,436
4,Bladesmash,No,13,437
4,Bladesmash,Yes,13,437
4,"Chizue, Silver Hilt",No,13,438
4,"Chizue, Silver Hilt",Yes,13,438
4,Leave Behind,No,13,439
4,Leave Behind,Yes,13,439
4,Nomnom's Big Pan,No,13,440
4,Nomnom's Big Pan,Yes,13,440
4,Dreadscale Harbinger,No,13,441
4,Dreadscale Harbinger,Yes,13,441
4,Souleater Blade,No,13,442
4,Souleater Blade,Yes,13,442
4,Sashenka of Kosul,No,13,443
4,Sashenka of Kosul,Yes,13,443
4,"Tavrod, Bankroller",No,13,444
4,"Tavrod, Bankroller",Yes,13,444
4,Signing Bonus,No,13,445
4,Signing Bonus,Yes,13,445
4,Miviox Mayhem,No,13,446
4,Miviox Mayhem,Yes,13,446
4,Rapid Development,No,13,447
4,Rapid Development,Yes,13,447
4,"West, On the Trail",No,13,448
4,"West, On the Trail",Yes,13,448
4,Shameful Failure,No,13,449
4,Shameful Failure,Yes,13,449
4,Chastisement,No,13,450
4,Chastisement,Yes,13,450
4,"Raniya, Miviox Maniac",No,13,451
4,"Raniya, Miviox Maniac",Yes,13,451
4,Pressing Darkness,No,13,452
4,Pressing Darkness,Yes,13,452
4,Lethrai Opportunist,No,13,453
4,Lethrai Opportunist,Yes,13,453
4,"Vara, Death's Master",No,13,454
4,"Vara, Death's Master",Yes,13,454
4,Take a Stand,No,13,455
4,Take a Stand,Yes,13,455
4,Ascetic Lantern,No,14,1
4,Grove Firebow,No,14,2
5,Ignite,No,14,3
1,Ignite,Yes,14,3
5,Bombard,No,14,4
1,Bombard,Yes,14,4
5,Caravan Delivery,No,14,5
4,Grove Supplier,No,14,6
4,Keeper's Strength,No,14,7
1,Keeper's Strength,Yes,14,7
5,Lantern's Light,No,14,8
1,Lantern's Light,Yes,14,8
4,Rabbit's Foot,No,14,9
5,Steely Scavenger,No,14,10
2,Steely Scavenger,Yes,14,10
5,Twilight Lantern,No,14,11
2,Twilight Lantern,Yes,14,11
4,Warding Beacon,No,14,12
1,Warding Beacon,Yes,14,12
5,Bone Kunai,No,14,13
4,Caravan Mage,No,14,14
2,Caravan Mage,Yes,14,14
4,Grove Craftsman,No,14,15
4,Hurried Drive,No,14,16
1,Hurried Drive,Yes,14,16
4,Mantis Claw,No,14,17
5,Youngblood Glider,No,14,18
1,Youngblood Glider,Yes,14,18
4,Youngblood Recruits,No,14,19
4,Caravan Crusher,No,14,20
2,Caravan Crusher,Yes,14,20
4,Evening Hare,No,14,21
5,Granite Beetle,No,14,22
4,Heated Compromise,No,14,23
4,Highpeak Rider,No,14,24
2,Highpeak Rider,Yes,14,24
4,"Karrina, Embercaster",No,14,25
4,Looming Fireshell,No,14,26
4,Ossuar Longbow,No,14,27
4,Youngblood Driver,No,14,28
4,Nightwatch Volley,No,14,29
1,Nightwatch Volley,Yes,14,29
4,Pillager Ant,No,14,30
2,Pillager Ant,Yes,14,30
5,Arcanofly,No,14,31
4,Camp Menace,No,14,32
1,Camp Menace,Yes,14,32
1,Furious Bandit,No,14,33
1,Everburning Beacon,No,14,34
1,Groundshaker,No,14,35
4,Queenguard Leader,No,14,36
1,Queenguard Leader,Yes,14,36
5,Stargazing,No,14,37
4,Diligent Hivetender,No,14,38
4,Hive Delivery,No,14,39
4,Honeycoat,No,14,40
4,Stonefist Nomad,No,14,41
3,Stonefist Nomad,Yes,14,41
5,Swift Subverter,No,14,43
4,Wary Distributor,No,14,44
2,Wary Distributor,Yes,14,44
4,"Alhed, Vanguard",No,14,45
1,"Alhed, Vanguard",Yes,14,45
5,Beekeeper,No,14,46
2,Beekeeper,Yes,14,46
4,Colony Steward,No,14,47
1,Colony Steward,Yes,14,47
5,Gentle Seeker,No,14,48
4,Hive Hexagon,No,14,49
4,Hive Stinger,No,14,50
1,Hive Stinger,Yes,14,50
4,In This Together,No,14,51
5,On The Prowl,No,14,52
1,On The Prowl,Yes,14,52
4,Secluded Druid,No,14,53
1,Secluded Druid,Yes,14,53
4,Tending the Hive,No,14,54
4,Amber Beetle,No,14,55
5,Gnarled Ant,No,14,56
4,Hearty Snail,No,14,57
4,Myrmidon Builder,No,14,58
5,Skylighter,No,14,59
4,Pincer Ant,No,14,60
4,Warpwood Mist,No,14,62
4,Cautious Mantis,No,14,63
4,Hive Queen Uther,No,14,64
5,Hold At Bay,No,14,65
